,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea,65.47792807642102,42.25748885588692,92.29441294799891,91.65807784799082,53.37506596675568,63.301268566050474,98.16205265533443,90.0567510014274,100.8414543467908,89.83634925842121,52.56617885886483,63.87380394410414,49.9059310221466,79.11656913255713,44.81893357781789,95.7575996314022,62.140390549585334,95.38190516639672,90.56359786370452,66.3489898749479,102.85595439490316,72.17537130098819,101.68150760373246,85.05107527752597,88.82650296331221,61.40176183989453,66.22421064674555,52.07769089386231,73.04328980739922,40.82122524953557,90.22906580321913,64.38914587667904,84.12754777457005,72.97062551573477,65.65427074165902,97.08005331606523,66.7894031716085,76.8338966673343,80.20642224752905,45.714850941180885,76.13347662602602,58.96061562507713,67.31915467799351,77.18661401318046,53.35131119001882,46.05460482217043,80.48713103071188,78.48219866278153,73.78808325024373,90.48748410752621,89.2970730487862,86.76241986315979,94.11705484475155,82.03477946048143,62.96924555470707,83.58203744043165,95.55594799837114,101.13131378185308,96.63146035976973,87.45764964598693,90.16012351155972,87.48569263620666,77.07845140159962,99.04367204973751,62.531822586322114,2823.012982881598,1127.3604229331474,60.41583601897295
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella,55.30805830574482,38.17704566983928,7.337993451175537,10.99286714102767,66.1051489911277,50.689397333706324,7.7107554896079655,11.769142769317515,14.082179002721341,12.633012088162445,12.188169198523294,2.52302499800262,40.088943055514186,7.247110137421626,15.885212742040512,11.448751932268946,6.877645626950759,13.284452992957368,6.847796301953022,4.6611573447583865,9.413605449504175,14.009153331735792,8.409325913868226,6.4955209465546835,10.870876246673427,27.65017361903141,6.498657396328013,27.920333873405557,4.455260719179456,20.139846216311255,11.102045164836552,58.48961015878915,4.97611263614196,5.285252146558183,4.832193937182867,11.146749249858035,7.475000455409213,14.343568369079966,10.338907642913313,1.1369308892026069,14.937155487106944,2.4929986465998533,25.70167093287408,8.423017311151753,22.893954231567196,4.873453208467195,7.879711496183591,5.35173987905274,4.9691743424019466,9.295007458793009,30.001687368585216,18.41157762938964,9.288749051481137,9.637371042391967,6.168414321328553,9.49384599398388,8.246445483260384,7.417364265780625,12.315893101852744,9.058093574696883,6.7808516987134615,11.235293782512626,5.540859309954223,0.2,35.446243829808786,558.5835125406089,137.14709350723308,18.876613714581865
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Finegoldia,256.2651959666258,168.05543210654227,285.28723199887315,287.3043576066284,188.48583802038524,244.7571597576764,303.32363526600045,283.3260966741845,318.22724871025366,283.5924853429053,171.09601270916076,194.6900469577404,193.09902546115242,245.58255614708835,151.78612587188,300.1159276335122,194.16218425893655,300.96047473513687,279.5580884095756,204.42829103873265,319.2623791616475,231.990754077294,314.65270531854236,262.6110422774884,278.66269208962115,214.276556823739,206.02891621932807,186.54286277679927,224.32711428759583,144.3452565858355,283.1267458391672,256.4135492178912,258.2016641210546,225.00111340754106,202.52415912594813,303.76594779752463,208.77739549509917,246.35184682425145,252.18245202734764,138.62169329795591,244.88490170768088,179.89082144041248,229.9667005605733,241.04625833132914,184.96651690557738,143.66031230876058,250.3820441331001,241.63803048786124,227.11819844977387,281.96053528261416,300.6462443686188,280.5666137935618,292.8627427191361,256.92342759739165,195.89081066299858,261.41950653270874,296.06676741374724,311.93251280476767,303.67471886855225,272.5994224924802,278.2734391303489,275.02460742003797,237.6223058956657,130.11182605054128,226.05527755053157,9085.351280746021,3535.8219093246053,201.88005874030608
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella,70.58546080682578,48.716567041748455,9.532384123910454,14.18687971601658,84.28645653850383,64.69760800281824,10.018980673042504,15.172532998325105,18.140601474752074,16.27253367111842,15.631218570687027,3.3418988185194016,51.16736195440978,9.390217421114157,20.325189432678112,14.775820916670375,8.885571419780087,17.113480880591762,8.904478475782721,6.07052185986331,12.197562148880232,17.990160371730465,10.915905731125154,8.444690227188325,14.025809758950903,35.34522960782269,8.410976047378844,35.67069814578846,5.821648369172832,25.73695783863593,14.32309415806468,74.63610793702293,6.507338291605277,6.878789516695218,6.287005760068014,14.393762859960432,9.6558251983119,18.42548668203189,13.330894477992144,1.539847560694945,19.180226225678343,3.2938087292534686,32.874976835177144,10.88428413340266,29.2703826671899,6.300306539365188,10.198803459303786,6.9745245730117365,6.477790341032734,12.021712181321245,38.396584717884295,23.627417115048274,12.021009797054026,12.44090243028902,7.983775484284894,12.261171786054833,10.696150797560735,9.651190842726727,15.88218121448185,11.713850174337336,8.818392777535419,14.487338367791061,7.212623184366818,0.1,45.27853695420721,717.2074254026892,176.96323769082989,24.167033225299374
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia,33.45006666473798,19.244668689158818,312.9064080431256,296.4605895791036,4.700622236152556,38.55703371260211,333.16102347928484,287.54731051196063,318.49797054631387,283.40139069012434,147.33310481569026,226.4053565483371,29.91181440585376,264.5398545525894,104.436443806066,309.8581471666647,203.20550720336664,301.3907002199868,308.39800222663985,227.3111043788373,343.9475823421212,212.80428197758513,343.4783324937166,289.3772171899809,286.46297873801336,120.37506667789158,219.76432579836685,84.86327680433392,252.85312366438018,73.25130625480716,290.7566976438323,28.966771697448653,291.82194767815224,249.38400724433293,224.08328113988492,315.91164551191946,218.08895560113086,228.73680572165063,256.64680680543177,164.61859544934597,223.8585328086911,208.35763593655895,149.7645162644514,252.87067636245357,108.95365620423792,151.46642712947505,267.1673278202018,269.503292393274,253.62486677571653,298.680060639129,214.43334487921487,249.7550083481779,312.1223073722188,266.11119446208517,209.0045189562904,272.3846719857556,321.46090322468615,345.2693771959061,309.7449759928671,288.39265476184994,307.1645444480298,280.1009434384236,263.5845438117118,532.3709792634127,94.49077234326359,8282.437447328102,3638.879015870415,150.56145634078146
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus],311.2381224212077,213.88702007999646,68.28048712531597,87.24570577014923,359.34534000124825,286.3096396208658,72.12968224455929,90.80056072764734,106.41406716836815,95.26060345105805,80.89711554561815,33.851219444133584,226.38413219765735,63.55019607084621,97.78824121703876,90.96017906531422,56.13264624412905,100.46756729034092,65.15061695288351,45.865142949948456,82.57661825577927,96.77809822832377,76.92985920959148,61.52350487602208,85.69185155836601,164.85071088664938,55.46295852924676,163.2581063878079,46.94597813018702,118.81433676447996,87.3571072963438,327.5746214734807,53.255774577398775,51.27601103964521,46.53802378232621,89.80297450077566,60.76652749686387,100.03587295478687,80.11914093600096,20.719443754371408,102.92328414569114,32.10782942469356,156.5404210605368,69.0951307268315,137.30474216193372,40.427992666453534,67.31072395111035,53.40379766512421,49.881975098173704,77.96220988811936,186.1890590420496,124.57823855337013,79.10094802715052,77.0295902438711,52.680112497236365,76.77619882792119,74.09828708261752,71.54920863577159,95.79059303051537,75.74156441605126,64.66924298577102,87.17051054974091,53.94266451834175,0.2,206.10757992449055,3841.1149557409117,1083.259824478544,118.5132175939462
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Anaerococcus,50.454536863254326,33.747676110826376,37.38917987517272,38.90113650250298,45.913858256910935,47.44952325772753,39.721429526744494,38.6839843066635,43.748141708635686,39.01565340640339,25.12000119716723,24.65532982810664,37.468816409450454,32.50772252461793,24.041432341612225,40.62394735928301,26.098711375703395,41.3627525256322,36.51961711284976,26.585235745424146,42.25801220857723,33.18893434459504,41.347184713215796,34.32752797693009,37.80330231089149,35.74855099267573,27.41701994764757,32.45438497737195,28.944612557994308,24.605757221183442,38.42863950459209,51.574324397290226,33.262794888069486,29.31434111288085,26.411867394732084,40.96522943990362,28.090826176476842,35.058960844860486,34.38449699823304,17.32653539382985,35.085310778201844,22.837184446416746,36.990424382667214,32.36078442024303,30.52136322246593,19.23584432059068,33.313036277156776,31.36958872471305,29.463499052916195,37.66046782015467,47.112992978519344,40.646964242195935,38.99002221580484,34.720695613034394,26.064282466565718,35.22020063110964,39.020483601343116,40.67142555634741,41.358921450428475,36.43495801082153,36.33951452225952,37.48509036437128,30.944547554909853,0.1,39.88686063533881,1303.208645805991,479.39559938944114,31.196306609497906
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__,877.9451588189122,576.9543892152286,942.9787277186776,951.9309972919116,661.8624412643768,837.1655595633663,1002.5378310694152,939.3385773833597,1055.597228091097,940.7625895818668,570.4734938116948,641.9461439914384,660.5366031644993,812.3302639283207,509.3068083286768,994.3580558205052,642.9715722121964,998.2999750554525,923.8243929693859,675.3317086847879,1056.0411294581952,771.9144188591863,1040.2427724247443,867.8612363621378,923.4307279737843,722.3022771734164,681.7615505188081,631.2559856994901,740.6494405406221,487.53157425888946,938.2598442061743,880.4507654792192,852.3949802211334,743.3926210177084,669.1773831231187,1006.17164673967,691.4206212385802,819.3609082370448,835.9984233812918,456.6552662745751,814.9124852388624,593.2516483106298,772.6723148680255,798.155867364373,622.8836879629163,475.5971708035328,828.5172204591549,798.1545066513335,750.1553792481913,933.2781340793554,1007.8681282443363,934.4749636159167,969.1321154464856,851.1468507322669,648.2073403242769,865.8436774999154,979.0093218510136,1030.6668334570822,1006.6130331790573,902.3386823058536,919.5566572821756,911.6959755626804,785.0665061924975,382.3481704536365,765.9872100979553,30236.452499878847,11716.48505971691,675.965540289073
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister,496.5240791811449,277.54576911017966,1919.9787072037839,1842.7231018259874,103.19359779035685,528.0487093578863,2043.6615525701693,1793.800041973508,1993.0040371105686,1773.9875568519035,955.1560022933768,1376.333186928574,414.12922625447777,1629.3121748245765,719.4776933785629,1925.75943290853,1259.2253312955772,1885.7131142420953,1890.0644865901625,1391.0938704254286,2118.3356797811043,1358.5561167957185,2109.6413121670403,1773.9029071762113,1782.0366548279223,883.9653554589522,1356.3372722278125,672.5238756469219,1544.220859378554,557.3171987432296,1809.1465757325827,417.41226095414686,1781.4742984756006,1526.9118282977663,1372.4889963858468,1960.3042475705474,1352.00324299086,1456.0877076050808,1600.0652267377618,997.7209547694357,1430.299734154704,1267.371968674867,1048.8552427132174,1566.1970362083496,787.6071911530571,937.1268019577077,1648.7770198824066,1648.5228779109614,1551.1096378506854,1846.0969283000293,1461.9556964121844,1605.984668183251,1926.6957430869434,1652.7317545025494,1289.8594707091013,1689.5239475946616,1976.6126877582349,2114.5777951668883,1930.1571866044392,1782.9992895522155,1882.273470594856,1746.0064364218454,1613.6543736382273,2897.68814710698,774.3359529152542,52953.71350306526,22631.314249197392,1013.6789026668857
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes,26.118045932638818,16.98373196753649,33.175958769725646,33.1381451750743,17.287952466117588,25.106571190051238,35.280297847106525,32.609092581069476,36.560737879710466,32.57528069536925,19.30798010808877,22.82828249719746,19.80020261440577,28.4883788984517,16.74539622358084,34.61844622781233,22.436663686634343,34.579522394002055,32.535636744179676,23.81803414516347,37.03606778918899,26.37015558248104,36.566969774370115,30.55854815268652,32.12562721826822,23.244476553045672,23.868368595700034,19.94498141240586,26.18632129837523,15.543982589932744,32.63595477719726,25.8950624530477,30.15207544495009,26.203264062086983,23.579970340160354,35.07283471279903,24.11952174391308,28.04284627480856,29.034973793070307,16.303873622511986,27.82452826902199,21.080777877482397,25.2468940931292,27.86313529222091,20.138595487946287,16.61713128485435,29.008018141887426,28.165290210479395,26.477471261332674,32.634680052665395,33.27855412052179,31.78066220205177,33.924166966520254,29.64855510521885,22.69466401950236,30.190995833916467,34.38178995202621,36.32034184724442,34.973661577133285,31.54578694965199,32.388808245883304,31.66793138171364,27.676196878470673,20.81920324304124,24.047744735356822,1031.9705802872068,407.6868175319322,22.44206374571436
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella,2.830052224581264,1.7806655424344344,5.290813663128066,5.186035377247391,1.0781531848401549,2.78721686954126,5.628906499931083,5.077583452307528,5.668991131325157,5.048702775433712,2.865756233228232,3.708691892999574,2.1950835724299385,4.51775185363296,2.3421440159776057,5.4186468704056585,3.5265174935706782,5.362723341497611,5.198092968449481,3.8147996301760916,5.873477723996895,3.9850329980052006,5.822942110126902,4.880500162729311,5.021813174624357,3.1002081976933447,3.7735944686148017,2.547058225405437,4.212158534337761,2.028692721045958,5.100010108057528,2.7073985687556332,4.854211302103354,4.192587917941565,3.7708038918979634,5.501961674671509,3.7888264223093904,4.252747764292273,4.524836454156274,2.6666599700522955,4.2006283028816105,3.4203946965602525,3.4840122229118027,4.382613471220293,2.7145830230925454,2.6177618424840965,4.58666811594954,4.5153926174781605,4.2464730037547165,5.1485105381844045,4.696854290873248,4.7614717398588295,5.362011541452733,4.645258084137108,3.5883193430349536,4.7388682288907065,5.465817343668345,5.808879829249703,5.454038536251893,4.974750771759839,5.175606297879192,4.9362687203562645,4.429379186158303,5.3824650835111605,3.0229462558418136,155.6714516359331,63.750576845955926,3.2039613037854053
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__,2005.1434329229448,1324.0607933749232,3623.6004561160717,3543.1721267677044,1650.1821513734485,1904.9377433791806,3855.374558054909,3466.781465187242,3868.4232217787435,3444.939904460649,1943.9813591263323,2558.673640834716,1503.3716788588333,3091.9037115335736,1575.2787898548406,3702.180366841863,2410.7290378757743,3659.5155247157295,3560.9221285741023,2614.136346933648,4019.7676802432734,2709.944891665324,3987.2872185923275,3343.2063178208464,3430.4575136752205,2070.0310010851995,2581.594352493161,1688.8208246179818,2891.737928867582,1349.9054167472893,3483.7335628330657,2021.300843650919,3333.9263845585438,2872.649622120357,2583.475056263464,3760.193780725635,2589.847899020152,2893.3829263701195,3089.726699998883,1845.8695507400714,2856.1683957666246,2358.2905008334424,2338.5507999112515,2996.2400203855323,1815.5498348334893,1790.0320925579128,3137.878649107612,3094.7393255684965,2911.0074007011,3521.2255794945827,3163.237792377909,3234.1316616328663,3668.138900112178,3174.18263961594,2454.869274494892,3238.918302214984,3741.9395422182847,3979.874085512748,3724.553833450568,3402.2107683508675,3545.602891100169,3370.767640902573,3034.990529709741,4569.253852504474,1999.0902933231966,105835.53103605217,43550.69360342559,2161.428306552795
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira,374.478178691648,247.94384415682597,349.5951577201139,356.53753021484926,306.9804617394348,355.0125482949244,371.5841204028209,352.75267238370634,397.27718301216726,354.1424882792199,219.32601815485532,235.4930706049276,280.2056314752616,302.0948694142253,200.8669303651317,372.3937936205664,240.26623971284667,375.6794813292366,342.1491941156349,249.7686374807082,392.7198879528174,294.26333772369486,385.9721425389981,321.4857986002875,346.07233931154923,290.04709969819567,253.9589363670057,257.28215484126594,273.2624036327801,197.26536462603215,351.6870186549845,378.6028784565354,314.337939008003,275.09666712902856,247.7082771247944,376.37536967003655,258.4506831876214,311.81823757475513,313.8081173964516,166.85565114231673,310.8039563503881,217.79294207133069,306.35559833225994,298.1398538320542,249.16410092113296,177.50548415690648,308.6079831084008,295.03532104869333,277.23122119621786,348.05299091589995,396.04703768798976,357.7011021355048,361.0570075085985,318.5960104613832,241.4493472498661,323.7839950385488,363.5877295609269,381.4947765608717,377.7171508733834,336.58654447856725,340.53290126202086,342.18245204629034,290.4772123543718,208.13680581025451,313.77829207957353,11536.44984999717,4390.173451395749,264.36572999321754
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__,488.8222243519733,321.8277559853153,508.2175024823549,514.2000992213303,392.1112574919885,465.45506119956787,540.2875322864047,507.69575498082025,570.8080455889078,508.73861769609385,309.9585262177097,345.1778500313806,367.28168575761117,438.1036013039614,278.34040235998594,537.1067247706059,347.1341737086851,539.8141194153267,497.7841254877883,363.7775437192133,569.5385378512574,418.60676419424794,560.7394147193592,467.6497071293725,498.8721311952857,396.3981444207595,367.8201308053677,347.6448705773748,398.74984224291404,268.03333867609496,506.90165630730513,491.1937475629544,458.8623832658205,400.48941418120825,360.53137454637664,543.346435005576,373.31689756069017,444.1667671512858,451.79849718050883,245.33352038309607,441.9721608380605,319.0466683339248,422.78921671814794,430.8796815511165,341.53048831305284,256.7012848780081,446.99115640410014,429.88713741768487,404.0151301312903,503.645736613024,550.3453544648702,507.2317927057544,522.8770854097644,459.6981117124082,349.713795136911,467.5356712552694,527.8389821425109,555.2821990923085,543.960764752202,486.97219074282265,495.47313944731354,492.6948685441673,422.92733427274567,319.7229507642439,422.3499209973661,16400.30914536929,6329.434724214311,368.7081816371948
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium],30.497491815386105,18.581143378885802,74.3044543227809,72.14898406850921,8.684766595913311,30.71648374413963,79.06995216324502,70.45909396350406,78.49618018345299,69.89080393412628,38.76854862097709,52.55672517770679,24.160594862351974,63.270920885708286,30.618814521296137,75.39180593329708,49.1690399763954,74.26206406535667,73.0673609431971,53.68857323460704,82.2592937497707,54.439381016314286,81.71770452813506,68.59119659558522,69.82360196653396,39.33687691772949,52.768887074299,31.381710169183105,59.40534765803292,25.37269634331152,70.89971737967534,28.171705357423612,68.48889532123256,58.976229904619714,53.028929500590884,76.63703470258208,52.8108854233436,58.20581961318209,62.815724269726466,37.911733597571406,57.354007436860286,48.44130425024725,45.173536522210576,61.12765769113408,34.68090194689714,36.54030078521143,64.14213165540778,63.57832738601317,59.80333322160128,71.91819709204758,61.735584401519134,64.74519228109588,74.97103642514206,64.66325386547308,50.18006265016464,66.02711804049738,76.64239607912707,81.69523612954399,75.74161471137923,69.47717203174297,72.75799257469309,68.53526989308736,62.31484205335192,94.85111705717866,36.82938387025079,2124.582569197023,886.5459986147825,42.398954478236206
